Date,ADM,CONAGRA,CPB,GMILLS,HORMEL,SMUCKER,MKC,HSY,TYSONS,FMC,MOSAIC,SYSCO,ALICO,INGREDION,ANDERSONS,BUNGE,ALTRIA,SSTA
11/20/2006,33.529999,19.470818,37.5,28.325001,9.4975,47.459999,38.610001,53.110001,15.61,15.520382,21.42,35.540001,59.990002,35.57,27.046667,69.540001,83.75,1.2
11/27/2006,34.830002,20.046692,38,28,9.495,48.290001,38.849998,50.889999,15.8,15.437988,21.24,35.779999,56.189999,36.290001,26.613333,69.980003,84,1.2
12-04-06,34.07,20.280155,38.869999,28.66,9.6025,48.209999,39.130001,49.650002,16.639999,15.806591,22.280001,36.43,51.860001,37.099998,25.633333,72.599998,84.830002,1.3
12-11-06,32.720001,20.607004,39.700001,28.825001,9.53,48.580002,39.41,51.02,16.700001,16.311796,22,36.240002,51.59,35.66,26.620001,72.849998,85.209999,1.2
12/18/2006,31.48,21.182878,39.48,29.27,9.4875,48,39.029999,49.900002,16.66,16.235907,21.68,36.650002,49.450001,34.509998,26.666666,70.610001,84.779999,1.2
12/25/2006,31.959999,21.011673,38.889999,28.799999,9.335,48.470001,38.560001,49.799999,16.450001,16.598005,21.360001,36.759998,50.630001,34.540001,28.26,72.510002,85.82,1.1
01-01-07,31.83,21.268482,37.959999,28.485001,9.395,48.299999,37.990002,50.07,16.5,16.071119,20.379999,35.889999,50.200001,33.709999,25.686666,70.129997,87.150002,0.9
01-08-07,30.959999,21.050583,37.779999,28.450001,9.4075,47.689999,37.98,50.580002,16.73,16.825672,22.1,35.509998,47.540001,34.93,25.333334,71.129997,88.419998,0.9
1/15/2007,31.42,20.747082,37.830002,28.325001,9.4175,47.25,38.130001,52.369999,15.83,16.723764,21.700001,36.220001,50.720001,34.75,26.033333,75.050003,87.260002,0.6
1/22/2007,31.530001,20.303501,38.18,28.275,9.3425,46.860001,38.5,50.400002,16.690001,16.637033,19.950001,36.099998,52.060001,32.400002,25.226667,75.910004,88,0.5
1/29/2007,35.27,20.077822,38.959999,28.655001,9.4575,48.119999,39.18,51.880001,18.120001,16.7281,20.85,35.099998,52.73,34.07,27.273333,78.199997,86.559998,0.3
02-05-07,33.360001,19.828794,39.029999,28.514999,9.4975,47.98,39.029999,50.73,18.120001,15.828274,21.23,33.98,49.619999,33.200001,27.08,80.169998,85.389999,0.2
02-12-07,35.880001,20.186769,42.290001,29.045,9.515,49.41,39.279999,52.380001,18.940001,16.385515,25.23,34.669998,48.799999,33.869999,26.639999,80.559998,86.199997,0
2/19/2007,35.200001,19.867704,41.880001,28.59,9.3275,50.560001,39.360001,53.09,18.549999,16.669558,26.469999,33.75,49.169998,32.669998,28.073334,84.300003,85.379997,-0.1
2/26/2007,33.75,18.996109,39.82,27.75,9.1075,50.150002,37.48,53.049999,17.790001,15.800087,24.66,32,46.439999,30.969999,27.673334,76.970001,83.480003,0
03-05-07,34.200001,19.564203,40.09,27.6,9.1425,49.66,37.529999,54.630001,17.99,16.051605,26.690001,32.209999,47.099998,31.620001,28.133333,78.339996,86.860001,-0.2
03-12-07,33.509998,18.949417,38.939999,28.040001,9.17,49.849998,37.639999,53.48,18.23,16.084127,26.530001,32.439999,49.93,33.810001,26.639999,75.879997,84.730003,0.1
3/19/2007,35.630001,19.377432,39.98,29.094999,9.3625,51.669998,39.18,54.310001,19.030001,16.908066,27.65,32.959999,58.830002,34.119999,28.473333,79.889999,85.470001,-0.1
3/26/2007,36.700001,19.385214,38.950001,29.110001,9.2975,53.32,38.52,54.66,19.41,16.35516,26.66,33.830002,57.330002,35.59,29.6,82.220001,87.809998,0
04-02-07,37.02,19.245136,38.43,29.375,9.3825,54.84,38.25,56.220001,19.68,16.294449,28.82,33.25,55.639999,34.669998,29.379999,77.089996,70.75,0
04-09-07,38.009998,19.237354,39.119999,29.24,9.41,56.880001,38.459999,55.380001,20.450001,16.222897,30.25,33.869999,60.200001,35.009998,28.473333,76.099998,69.559998,0.1
4/16/2007,38.549999,19.610895,39.700001,29.559999,9.4675,56.52,38.099998,54.5,20.809999,16.558977,29.24,33.689999,60.049999,35.799999,28.906666,77.550003,69.550003,0.2
4/23/2007,39.009998,19.136187,39.200001,30.040001,9.545,56.099998,37.299999,54.529999,21.200001,16.732437,30.75,34.32,60.02,38.75,31.346666,77.089996,69.599998,0
4/30/2007,36.060001,19.198444,39.470001,29.73,9.565,57.950001,37.27,55.549999,21.360001,18.013876,29.27,33.650002,59.810001,41.330002,28.666666,76.360001,69.360001,-0.1
05-07-07,35.869999,18.980545,38.669998,29.83,9.51,56.740002,36.970001,52.540001,21.639999,18.41934,29.469999,32.759998,58.599998,40.610001,26.446667,73.25,68.589996,-0.4
5/14/2007,36.900002,19.743191,39.5,30.485001,9.7975,58.990002,37.41,51.77,22.049999,18.438854,31.610001,33.560001,59.369999,40.880001,26.173334,79.720001,69.949997,-0.4
5/21/2007,35.32,19.968872,39.23,30.075001,9.2075,57.470001,37.32,52.290001,22.08,18.172159,32.970001,33.099998,58.150002,40.98,26.366667,78.129997,70.779999,-0.1
5/28/2007,34.59,20.241245,39.790001,30.67,9.42,58.950001,37.32,53.040001,22.219999,18.421509,35.580002,33.290001,60.150002,41.150002,26.82,78.589996,71.82,-0.2
06-04-07,34.540001,19.813231,38.77,29.6,9.375,57.200001,37.360001,51.209999,21.799999,18.415005,35.34,32.82,59.23,42,26.286667,75.029999,70.300003,-0.1
06-11-07,34.57,20.077822,39.380001,29.799999,9.3475,57.810001,37.619999,51.07,22.530001,18.679531,38.860001,33.380001,60.599998,43.389999,27.953333,81.459999,70.669998,0.1
6/18/2007,33.48,19.813231,38.580002,29.23,9.3125,61.900002,36.93,50.119999,23.07,18.43235,39.740002,33.669998,60.669998,42.98,30.4,81.519997,68.199997,0
6/25/2007,33.09,20.902723,38.810001,29.209999,9.3375,63.66,38.18,50.619999,23.040001,19.382048,39.02,32.990002,60.990002,45.450001,30.219999,84.5,70.139999,-0.1
07-02-07,35.139999,21.198444,38.049999,28.985001,9.3625,63.330002,37.439999,50.82,23.68,19.687771,39.099998,32.650002,64.849998,44.18,31.620001,87.169998,71.599998,-0.4
07-09-07,36.599998,21.167315,39.259998,29.594999,9.39,63.490002,37.200001,51.099998,23.91,19.913269,40.790001,32.869999,58.619999,45.220001,31.92,84.699997,71.699997,-0.5
7/16/2007,36.060001,20.677042,38.580002,29.235001,9.1,57.93,36.630001,47.84,23.67,20.056376,38.790001,31.959999,55.049999,42.869999,31.033333,85.739998,69.800003,-0.3
7/23/2007,34.049999,20.031128,37.490002,27.790001,8.75,56.220001,34.84,45.900002,21.41,19.01778,34.610001,30.299999,47.200001,43.889999,28.266666,88.32,65.169998,-0.5
7/30/2007,33.459999,20.046692,36.529999,27.785,8.45,55.98,34.849998,45.150002,20.4,19.343018,39.48,30.83,47.110001,44.110001,30.120001,92.169998,66.599998,-0.6
08-06-07,34.43,20.210117,35.98,27.67,8.4475,56.709999,35.91,47.099998,19.969999,18.415005,39.439999,32.400002,47.990002,43.900002,32.693333,87.879997,67.389999,-0.7
8/13/2007,32.650002,19.571985,36.419998,27.895,8.4725,56.68,37.509998,46.279999,20.01,18.863834,35.970001,33.43,51.029999,43.5,30.746666,83.129997,67.589996,-0.6
8/20/2007,33.080002,19.922178,38.32,28.655001,8.9375,56.07,36.93,46.720001,21.860001,19.048136,41.029999,33.75,50.799999,45.099998,30.98,88.339996,69.190002,-0.7
8/27/2007,33.700001,20.007782,37.75,27.940001,8.9075,55.009998,35.84,46.5,21.549999,19.514311,42.02,33.380001,51.150002,45.200001,31.506666,91.440002,69.410004,-0.7
09-03-07,32.709999,19.859922,35.540001,28.995001,8.7475,54.91,34.990002,45.189999,18.540001,19.490459,42.919998,33,48.310001,44.950001,31.466667,91.739998,67.389999,-0.8
09-10-07,32.360001,20.513618,35.68,28.834999,8.8525,53.619999,35.400002,45.34,18.4,20.39896,44.77,33.32,48.07,44,31.386667,97.050003,67.029999,-1
9/17/2007,33.119999,20.474709,35.400002,29.245001,8.81,54.43,36.709999,46.450001,18.809999,22.07719,50.25,34.619999,48.459999,46.259998,32.133335,102.519997,68.540001,-0.9
9/24/2007,33.080002,20.334631,37,29.004999,8.945,53.419998,35.970001,46.41,17.85,22.558542,53.52,35.59,43.34,45.869999,32.013332,107.449997,69.529999,-1.1
10-01-07,33.110001,20.046692,36.400002,28.76,9.0875,54.34,35.490002,45.41,17.690001,22.745012,52.400002,35.119999,50.18,47.740002,31.686666,102.190002,69.559998,-1.3
10-08-07,35.48,19.29961,36.349998,29.235001,9.015,53.369999,35.52,45.259998,18.16,22.944492,61.68,34.060001,49.32,48.029999,31.593334,103.82,70.059998,-1.8
10/15/2007,34.900002,18.754864,35.619999,28.375,9.205,52,35.57,41.720001,16.870001,22.788378,62.5,33.130001,46.27,45.040001,32.613335,106.010002,70.5,-1.4
10/22/2007,35.060001,18.536964,36.470001,28.860001,9.1975,53.240002,34.880001,41.700001,15.8,23.33478,68.830002,32.880001,48.849998,46.720001,33.313332,114.900002,72.970001,-1.4
10/29/2007,34.84,18.07004,36.849998,28.455,8.8425,50.740002,34.41,41.73,15.12,24.696444,69.470001,33.509998,43.16,38.860001,30.693333,103.660004,72.110001,-1.5
11-05-07,36.93,18.023346,35.610001,28.48,8.85,52.200001,34.900002,41.040001,14.75,23.911535,71.040001,33.509998,44.130001,38.990002,27.32,109.860001,72.709999,-1.6
11-12-07,37.889999,18.498055,35.259998,28.715,8.9375,52.490002,38.029999,39.919998,15.06,22.601908,63.639999,33.189999,44.330002,37.040001,29.333334,110.019997,73.18,-1.5
11/19/2007,35.59,18.536964,35.060001,28.549999,9.4475,50.610001,37.880001,38.889999,14.83,22.619255,61,31.870001,44.209999,37.650002,28,106.019997,72.970001,-1.7
11/26/2007,36.349998,19.470818,36.720001,30.075001,9.9375,49.130001,38.209999,39.91,14.91,23.729401,69.150002,32.509998,44.389999,39.330002,28.280001,112.339996,77.559998,-1.6
12-03-07,38.549999,20.171206,36.990002,30.26,10.0625,52.099998,38.360001,40.299999,15.28,23.690372,79.629997,32.43,39.09,40.279999,27.073334,123.839996,77.599998,-1.5
12-10-07,39.07,19.579767,36.389999,29.5,9.9175,50.080002,37.060001,38.450001,14.41,23.248049,82.809998,31.559999,38.189999,37.490002,28.553333,115.589996,76.82,-1.7
12/17/2007,44.27,18.785992,36.349998,29.030001,10.35,50.700001,38.900002,39.43,15.34,23.568951,88.959999,32.029999,38.950001,37.330002,29.98,118.730003,77.43,-1.6
12/24/2007,47.09,18.653696,35.900002,28.754999,10.315,51.290001,38.209999,39.470001,15.4,23.842152,95.839996,31.77,35.869999,37.650002,30.360001,119.029999,75.959999,-1.6
12/31/2007,45.849998,17.883268,34.650002,27.85,9.9175,49.09,36.650002,38.549999,13.91,23.078924,95.410004,30.280001,36.450001,36.830002,31.173334,121,74.900002,-1.6
01-07-08,43.639999,18.428015,33.75,28.075001,10.12,48.07,36.98,37.459999,14.12,22.57589,99.209999,28.4,38.25,37.5,30.773333,129.350006,79.019997,-1.8
1/14/2008,40.900002,17.361868,31.809999,27.045,9.7525,45.040001,35.98,36.740002,13.32,21.66522,80.019997,27.959999,39.400002,32.630001,29.366667,109.120003,75.419998,-2
1/21/2008,42.110001,16.389105,31.209999,26.469999,9.33,45.040001,34.02,34.040001,13.26,21.903728,91.400002,27.610001,44.48,33.419998,29.573334,112.889999,73.949997,-2.2
1/28/2008,45.5,17.167315,32.419998,27.895,9.7425,48.549999,34.459999,36,14.41,23.161318,93.470001,29.83,43.18,35.029999,31.233334,125.190002,75.440002,-1.7
02-04-08,41.41,16.342413,31.07,26.92,9.715,47.540001,33.549999,34.419998,13.68,21.634865,96.220001,29.24,40.41,36.959999,31.413334,109.290001,73.089996,-2.1
02-11-08,44.130001,16.902723,33.439999,28.195,10.0975,50.259998,35.220001,35.990002,13.63,23.985256,103.370003,29.879999,41.66,37.209999,29.926666,110.68,72.529999,-2.2
2/18/2008,44.580002,17.22179,32.669998,28.450001,10.2225,50.5,35.610001,36.84,14.57,24.479618,108.959999,29.950001,41.029999,35.93,28.946667,109.790001,73.599998,-2
2/25/2008,45.099998,17.198444,32.290001,27.995001,10.215,51.189999,34.450001,37.080002,14.41,24.549002,111.300003,28.059999,40.849998,36.709999,30.84,110.839996,73.139999,-1.6
03-03-08,45.009998,16.536964,31.58,27.365,10.11,49.439999,34.580002,35.049999,15.81,23.50824,104.059998,27.82,39.200001,37.41,29.32,106.300003,74.519997,-1.3
03-10-08,43.849998,16.56031,31.690001,28.6,10.13,50.830002,34.77,36.459999,15.95,24.371206,107.230003,27.58,41.369999,38.52,28.113333,94.18,71.779999,-1.1
3/17/2008,40.18,17.322958,33.389999,30.059999,10.22,50.959999,36.189999,37.98,16.889999,23.759758,92.010002,29.35,42.490002,37.75,28.186666,89.959999,70.260002,-1.1
3/24/2008,42.279999,18.747082,33.77,30.030001,10.405,50.799999,36.869999,37.790001,16.129999,24.210754,105.400002,28.93,44.310001,36.860001,28.746666,89.290001,73.830002,-1
3/31/2008,42.529999,19.143969,34.169998,30.275,10.6125,51.169998,37.790001,39.029999,16.82,25.485689,115.07,28.879999,44.459999,36.419998,28.959999,96.389999,21.709999,-1
04-07-08,43.029999,18.863813,33.41,29.77,10.2425,48.279999,36.959999,35.889999,16.85,25.988726,121.610001,27.93,41.060001,37.549999,28.013334,103.370003,21.370001,-1
4/14/2008,46.470001,18.715954,35.209999,31.195,9.94,50.610001,38,35.529999,19.02,27.53686,135.25,28.370001,41.759998,41.16,29.08,117.139999,22.1,-0.9
4/21/2008,47.310001,17.828794,34.66,30.450001,9.8925,49.529999,38,34.740002,18.15,27.73634,131.300003,28.120001,39.990002,46.389999,30.42,123.279999,21.700001,-0.9
4/28/2008,43.939999,18.295719,35.529999,30.834999,9.9925,50.419998,37.200001,38.169998,17.799999,26.977449,124.629997,31.57,38.919998,46.560001,30.66,111.32,20.43,-0.7
05-05-08,42.68,17.766537,35.400002,30.41,10.0975,50.810001,36.900002,36.990002,17.35,29.150043,126.419998,30.440001,38.759998,46.599998,28.540001,120.07,20.940001,-0.9
05-12-08,43.349998,18.490273,35.950001,31.09,10.4425,51.689999,37.209999,37.470001,18.26,30.208153,129.660004,30.959999,38.709999,47,27.02,124.480003,22.450001,-0.7
5/19/2008,43.169998,18.194553,32.810001,30.545,9.625,51.599998,36.310001,36.509998,17.82,29.947962,119.860001,30.450001,38.68,46.07,27.5,117.019997,22.280001,-0.5
5/26/2008,39.700001,18.350195,33.48,31.6,9.4475,52.790001,37.580002,39.189999,18.84,32.081528,125.32,30.860001,39.93,47.009998,28.24,119.370003,22.26,-0.5
06-02-08,37.200001,18.124514,32.669998,30.815001,9.2125,52.060001,37.759998,37.459999,16.18,32.536861,133.360001,30.379999,38.080002,45.939999,26.826666,118.269997,21.530001,-0.4
06-09-08,32.610001,17.758755,34.639999,31.355,9.135,51.709999,37.990002,38.330002,14.96,33.29575,153.309998,30.15,39.529999,40.509998,24.860001,117.849998,20.9,-0.5
6/16/2008,32.669998,17.2607,33.419998,31.51,8.8825,44.700001,37.119999,33.75,14.88,34.045967,152.720001,28.91,38.689999,42.900002,23.466667,122.169998,20.780001,-0.5
6/23/2008,32.919998,15.307393,32.18,29.934999,8.5675,41.380001,35.880001,32.48,14.64,33.287079,148.179993,28.219999,33.419998,48.549999,27.746666,105.519997,20.35,-0.4
6/30/2008,31.17,15.120623,34.68,30.375,8.6825,42,35.490002,32.869999,14.35,30.130095,132.289993,27.08,36.650002,44.759998,24.993334,97.129997,20.120001,-0.2
07-07-08,30.290001,16.311283,34.849998,31.57,8.8275,43.5,36.529999,33.509998,14.69,30.117086,141.809998,28.42,37.27,44.400002,26.366667,96.120003,21.26,-0.1
7/14/2008,29.92,16.155642,35.34,31.74,8.9575,46.919998,38.82,35,16.360001,30.867302,127.129997,29.5,38.139999,45.900002,26.860001,98.790001,20.450001,0
7/21/2008,29.66,16.824903,35.93,31.99,9.0375,46.950001,39.32,36.330002,16.23,28.430182,122.050003,28.98,44.709999,46.66,27.286667,100.809998,21.07,0
7/28/2008,28.16,16.607004,35.849998,32.174999,9.055,48.799999,39.830002,36.450001,14.87,32.172592,122.690002,28.43,41.830002,46.130001,30.74,98.18,20.9,0
08-04-08,26.49,17.105059,37.389999,33.540001,8.91,50.849998,41.549999,40.580002,16.309999,30.854294,104.419998,29.870001,48.650002,44.950001,31.146667,93.080002,20.950001,0.1
08-11-08,26.200001,17.571985,37.970001,33.849998,8.7475,55.689999,41.529999,41.619999,16.75,31.934086,97.519997,32.32,44.75,44.07,29.4,90.269997,21.6,0.2
8/18/2008,26.209999,17.198444,37.580002,33.724998,8.89,54.450001,40.610001,37.439999,16.01,31.916739,107.349998,32.09,44.529999,45.450001,29.780001,91.43,20.92,-0.1
8/25/2008,25.459999,16.552528,36.810001,33.09,8.915,54.23,40.450001,36.09,14.52,31.89072,106.739998,31.83,43.150002,44.790001,29.973333,89.360001,21.030001,-0.2
09-01-08,23.41,15.299611,36.630001,33.919998,8.99,54.25,40.049999,37.720001,14.23,29.271465,94.519997,32.119999,37.950001,41.889999,29.973333,82.489998,20.950001,-0.2
09-08-08,23.98,15.595331,39.200001,34.549999,9.315,52.34,41.57,41.09,13.49,29.670425,91.949997,34.619999,39.759998,38.110001,28,75.860001,21.16,-0.2
9/15/2008,23.68,15.354086,38.599998,35.029999,9.0725,53.790001,39.98,40.700001,13.13,27.593235,95.330002,33.43,45.400002,35.360001,28.186666,72.949997,20.540001,-0.4
9/22/2008,22.879999,15.354086,37.630001,34.805,9.095,51.630001,38.869999,41.060001,12.69,25.043365,76.050003,33.299999,46.220001,35,25.586666,69.870003,20.889999,-0.4
9/29/2008,18.52,15.439689,39.630001,35.075001,9.105,48.82,38.5,38.959999,11.68,19.731136,40.880001,29.719999,47.34,24.82,21.219999,50.310001,20.290001,-0.5
10-06-08,15.45,13.828794,34.119999,29.055,8.075,41.849998,34.259998,34.5,10.54,14.25412,36.400002,24.549999,38.459999,21.01,19.193333,39.200001,17.16,-0.4
10/13/2008,18.32,14.140078,36.799999,32.365002,8.485,46.639999,34.459999,35.200001,11.05,15.741544,33.66,25.780001,44.919998,23.950001,20.846666,42.459999,19.32,-0.3
10/20/2008,17.530001,13.081712,35.790001,32.119999,7.12,44.73,31.52,33.59,9.64,13.334779,27.780001,23.15,39.66,22.99,19.1,34.619999,19.219999,-0.4
10/27/2008,20.73,13.55642,37.950001,33.869999,7.065,44.560001,33.66,37.240002,8.74,18.88118,39.41,26.200001,39.389999,24.32,17.753334,38.41,19.190001,-0.2
11-03-08,22.58,13.003891,37.220001,32.970001,6.82,41.150002,31.15,36.509998,7.46,19.145706,36.490002,25.1,35.43,24.639999,14.986667,44.220001,17.98,-0.3
11-10-08,25.92,11.81323,37.529999,33.115002,6.69,39,30.790001,35.959999,4.9,16.045099,32.470001,22.68,31.99,23.91,11.72,38.700001,16.26,-0.2
11/17/2008,24.83,11.322957,36.27,32.349998,7.2025,44.049999,30.27,34.689999,5.15,14.965308,24.940001,22.219999,24.209999,24.58,9.373333,35.5,15.49,-0.3
11/24/2008,27.379999,11.4786,32.049999,31.584999,6.64,45.369999,29.77,36,6.71,18.950563,30.35,23.450001,34.34,27.4,8.44,42.459999,16.08,-0.5
12-01-08,25.83,11.07393,30.1,31.934999,6.775,42.060001,29.73,34.630001,7.35,17.007805,27.57,22.309999,30.73,29,8.16,38.91,15,-0.6
12-08-08,26.6,11.268482,28.68,30.57,7.34,41.23,29.43,35.66,7.11,19.284475,31.5,21.92,35.700001,29.75,11.093333,42.360001,15.34,-0.8
12/15/2008,28.040001,12.435798,28.379999,29.5,7.6575,41.759998,31.5,35.060001,8.1,18.490892,33.610001,24.07,36.220001,28.389999,12.66,45.689999,15.28,-0.8
12/22/2008,28.35,12.63035,28.459999,29.355,7.6525,42.43,31.49,34.889999,8.2,18.369471,32.59,23.07,39.279999,27.940001,10.993333,48.07,15.06,-1
12/29/2008,29.190001,13.07393,30.43,30.18,7.8875,43.48,32.23,35.810001,9.35,19.696444,36.860001,23.950001,40.57,29.59,11.473333,53.169998,15.2,-1.2
01-05-09,27.959999,13.019455,29.059999,29.065001,7.6025,42.830002,30.860001,34.419998,8.45,19.588032,38.790001,23.780001,38.779999,29.5,11.24,51.419998,15.48,-1.2
01-12-09,25.620001,13.22179,29.719999,30.290001,7.8375,44.189999,31.01,35.029999,8.78,19.570684,35.450001,23.74,31.610001,27.6,10.373333,43.830002,16.84,-1.1
1/19/2009,26.93,13.743191,30.25,29.66,7.6125,44.169998,30.440001,34.939999,8.66,19.796185,35.389999,23.32,30.49,25.5,10.106667,46.279999,16.84,-0.8
1/26/2009,27.379999,13.307393,30.370001,29.575001,7.4575,45.150002,32.040001,37.279999,8.85,19.349524,35.669998,22.290001,28,23.15,10.926666,42.939999,16.540001,-1
02-02-09,27.610001,13.603113,30.559999,29.42,7.8525,44.540001,33.110001,37.48,9.72,22.194275,45.049999,24.67,30.639999,23.84,11.326667,49.950001,16.959999,-0.9
02-09-09,28.559999,12.622568,30.879999,28.42,7.7575,43.41,31.969999,36.869999,8.8,20.624458,42.880001,23.620001,27.99,23.24,10.373333,51.77,15.92,-0.8
2/16/2009,27.68,12.18677,29.450001,27.52,7.995,41.540001,30.15,34.639999,7.75,18.959236,42.52,22.719999,26.629999,20.42,8.993333,48.029999,15.46,-0.6
2/23/2009,26.66,11.735409,26.77,26.24,7.9575,37.119999,31.35,33.689999,8.43,17.532524,43.049999,21.5,25.98,20.17,8.24,46.880001,15.44,-0.6
03-02-09,25.959999,11.447471,26.549999,25.48,7.59,35.009998,30.32,31.99,7.98,15.581093,39.16,20.23,22.67,18.459999,7.7,47.880001,15.72,-0.7
03-09-09,27.809999,11.525291,26.93,26.299999,7.6225,36.5,31.809999,33.209999,9.41,17.025152,42.080002,21.65,24.65,19.280001,8.44,52.25,16.68,-0.5
3/16/2009,27.440001,11.727627,26.48,23.610001,7.755,36.299999,32.48,34.93,9.12,17.415438,41.619999,22.6,26.219999,19.83,8.593333,56.459999,16.780001,-0.6
3/23/2009,28.530001,13.190661,27.450001,25.424999,7.8725,36.66,29.34,34.950001,9.84,18.642672,47.049999,23.58,25.879999,23.040001,9.32,59.099998,16.559999,-0.6
3/30/2009,28.9,13.307393,27.43,25.43,8.01,37.990002,29.280001,36.139999,10.53,20.893322,45.639999,22.93,25.940001,23.190001,9.746667,59.02,16.16,-0.4
04-06-09,25.85,13.735409,26.120001,25.42,7.9275,38.810001,28.959999,36.580002,10.99,20.897657,44.57,23.02,27.360001,23.24,10.7,57.119999,16.309999,-0.2
4/13/2009,26.18,14.217898,26.440001,24.945,8.0225,38.720001,29.059999,35.84,11.17,20.008673,42.18,22.92,27.799999,23.389999,9.453333,57.330002,16.99,-0.2
4/20/2009,23.77,13.922179,24.870001,24.365,7.6575,38.279999,28.92,36.18,10.93,20,40.959999,22.799999,26.98,21.129999,10.686666,48.080002,16.92,-0.2
4/27/2009,25.51,13.968872,25.799999,25.24,7.8275,39.529999,29.5,35.709999,10.56,21.29228,42.349998,24.35,25.299999,23.620001,11.04,48.84,16.370001,-0.1
05-04-09,26.969999,13.673152,26.4,26.700001,7.99,40.700001,30.889999,35.220001,12.38,21.643539,45.450001,23.6,26.48,26.639999,14.333333,55.360001,17.1,0.1
05-11-09,25.17,13.743191,26.889999,26.305,8.1475,39.75,31.17,35.279999,12.56,21.019081,51.299999,22.82,24.74,24.790001,14.206667,55.619999,16.98,0.2
5/18/2009,27.17,14.350195,27.35,26.325001,8.5575,39.52,30.879999,34.880001,13.38,22.246313,55.360001,23.280001,26.68,25.33,15.56,62.360001,16.639999,0.4
5/25/2009,27.52,14.466926,27.719999,25.59,8.685,40.259998,30.52,35.220001,13.32,23.568951,54.700001,23.959999,25.549999,26.41,16.733334,63.27,17.09,0.3
06-01-09,27.91,15.439689,28.77,26.08,8.7725,43.459999,30.84,34.869999,13.28,22.957502,53.130001,23.92,27.25,27.190001,20.033333,64.239998,17.030001,0.2
06-08-09,28.709999,15.143969,29.1,27.459999,8.7825,44.099998,31.969999,35.389999,13.05,22.745012,55.48,23.940001,28.549999,27.299999,19.860001,66.400002,16.639999,0.4
6/15/2009,27.280001,14.599222,28.57,27.360001,8.62,47.470001,32.200001,34.77,12.55,21.162186,46.450001,23.68,27.5,27.16,19.073334,60.869999,16.41,0.5
6/22/2009,26.690001,15.050584,29.530001,27.639999,8.6175,48.380001,32.549999,35.990002,12.85,20.542065,43.349998,22.98,28.790001,27.02,20.153334,61.84,16.48,0.7
6/29/2009,26.540001,14.44358,29.209999,29.25,8.63,48.209999,32.799999,36.48,12.66,19.457935,45.110001,21.799999,27.200001,26.799999,20.593334,60.07,16.299999,0.7
07-06-09,26.66,14.544747,28.84,29.184999,8.6225,48.049999,32.459999,36.68,12.4,17.862099,41.130001,21.51,26.84,24.469999,18.573334,56.490002,16.469999,0.7
7/13/2009,28.629999,14.715953,29.93,29.405001,8.65,49.220001,32.759998,38.169998,12.64,19.011274,49.560001,22.91,30.139999,26.620001,18.98,64.949997,17.34,0.7
7/20/2009,30.389999,15.307393,30.530001,29.540001,8.9725,50.59,32.990002,40.970001,11.84,19.839548,53.450001,23.040001,30.719999,26.389999,20.66,70.059998,17.34,0.8
7/27/2009,30.120001,15.276264,31.030001,29.455,8.9775,50.029999,32.220001,39.950001,11.43,21.092802,52.150002,23.76,31.639999,28,21.48,69.970001,17.530001,0.6
08-03-09,28.700001,15.245136,30.83,28.764999,9.03,50.66,31.67,39.139999,11.25,21.87771,53.779999,24.85,32.529999,27.82,18.833334,71.870003,17.709999,0.6
08-10-09,27.870001,14.941634,30.6,28.875,9.3475,51.939999,31.790001,38.939999,11.37,22.098873,54.07,24.459999,29.610001,31.49,18.266666,67.029999,17.559999,0.6
8/17/2009,28.67,15.727627,31.120001,29.805,9.4975,54.099998,32.540001,39.66,11.82,21.751951,54.459999,25.200001,31.879999,30.25,18.799999,66.300003,18.040001,0.6
8/24/2009,28.620001,15.774319,31.41,29.485001,9.2225,51.900002,32.330002,38.950001,11.78,21.422377,49.810001,25.59,30.610001,30.75,21.946667,68.75,18.219999,0.8
8/31/2009,28.91,16.124514,31.190001,29.254999,9.2175,51.73,32.799999,38.630001,12.23,21.322636,51.360001,25.82,27.83,29.58,21.559999,66.190002,18.5,0.8
09-07-09,29.02,17.291828,33.130001,30.290001,9.3675,53.84,33.490002,40.240002,12.75,23.356461,52.259998,25.99,27.219999,29.32,22.813334,65.620003,18.139999,0.8
9/14/2009,29.120001,17.36965,32.290001,30.155001,9.2875,53.130001,35.040001,39.610001,12.7,25.147442,54.25,25.67,29.459999,29.190001,23.559999,62.5,17.959999,0.8
9/21/2009,27.309999,16.708172,32.529999,31.645,9,53.5,33.689999,39,12.69,24.037294,49.209999,24.93,30.5,28.26,23.993334,61.07,17.5,0.7
9/28/2009,28.43,16.661478,31.879999,31.945,8.865,53.639999,33.400002,39.540001,12.32,22.853426,46.18,24.379999,27.85,27.23,22.506666,61.5,17.469999,0.6
10-05-09,29.74,16.661478,32.349998,32.224998,8.8125,54.400002,33.669998,39.900002,12.75,23.846487,49.240002,25.040001,29.940001,28.540001,23.906666,64.010002,18.059999,0.6
10-12-09,29.99,16.887159,32.619999,33,9.015,54.32,34.540001,39.630001,12.41,24.111015,51.610001,27.139999,29.15,30.799999,23.846666,66.339996,18.27,0.8
10/19/2009,30.66,16.77821,31.889999,32.474998,9.0775,52.84,34.380001,38.060001,12.07,23.798786,51.790001,27.23,28.440001,30.440001,22.453333,63.540001,17.93,1
10/26/2009,30.120001,16.342413,31.75,32.959999,9.115,52.73,35.009998,37.790001,12.52,22.159584,46.73,26.450001,29.08,28.18,20.686666,57.060001,18.110001,1.4
