DATE,apparel,,0.005098329,chemicals,,0.006186366,computer,,0.009969629,electrical,,0.003509738,fabricated,,0.009232141,food,,0.009342724,furniture,,0.003531167,machinery,,0.008155628,misc.durable,,0.004270272,misc.nondurable,,0.001968049,nonmetallic,,0.002998065,paper,,0.003866352,petroleum,,0.000878597,plastics,,0.005203655,primary,,0.003754152,printing,,0.004784775,textile.mills,,0.002891728,textile.product,,0.001428276,transport,,0.01153861,wood,,0.003264111
7/1/1996,-1.833090541,0.9780694,0.004261751,-0.23328899,0.9959573,0.005877046,0.087286081,1.0067511,0.01021413,-0.263684695,0.9988188,0.003520724,0.375986441,1.0052304,0.009844585,-0.508332703,0.9971962,0.009138602,0.100094884,0.9991335,0.003473543,-0.076658348,1.0035428,0.008719487,-0.355458898,0.9979641,0.004215847,-1.101565915,0.9899132,0.001824563,0.338499214,0.9997078,0.003001419,-0.227777434,0.9947379,0.003676815,-0.232195297,0.9992974,0.000849975,0.602560389,0.9991841,0.005255955,-0.099009911,1.0027149,0.003914035,-0.166254814,0.9990518,0.004728418,-0.662766199,0.9867226,0.002463291,-0.210449351,0.9934783,0.00134013,-0.04158995,0.9973472,0.011553454,0.722910317,0.9946776,0.003266809
10/1/1996,-1.275840279,0.9746709,0.004153805,-0.490811656,0.9947287,0.005846066,0.153659021,0.9980681,0.010194397,-0.172520163,0.9944656,0.003501239,0.381340019,0.998886,0.009833618,-0.225231181,0.9987734,0.009127393,0.077729883,0.9936054,0.003451331,-0.14480026,0.9966262,0.008690069,0.235037765,0.9982617,0.004208519,-0.508696909,0.9909658,0.001808079,0.516082462,0.9974744,0.002993839,0.020968914,0.9920059,0.003647422,-1.324171836,0.9929536,0.000843986,0.093256797,0.9934877,0.005221727,-0.344269991,0.9950276,0.003894573,-0.130031836,0.995397,0.004706653,-0.841659091,0.9841481,0.002424243,-0.341013422,0.9906178,0.001327557,0.089393534,0.993588,0.011479373,0.217386783,0.9932645,0.003244805
1/1/1997,-1.668945999,0.9675746,0.004019116,-0.436784159,0.9923448,0.005801313,0.126537354,0.9933168,0.010126266,-1.138591756,0.9874154,0.003457178,0.019696736,0.994835,0.009782827,-0.462076235,0.9937951,0.009070758,-0.14497754,0.9891218,0.003413787,0.176009399,0.9947097,0.008644096,-0.232013763,0.9912872,0.004171851,-0.197796792,0.9914591,0.001792637,-0.212888889,0.9927142,0.002972027,-0.531994049,0.9893868,0.003608711,-1.047073079,0.9887433,0.000834485,-0.357049159,0.9900055,0.005169538,-0.010468453,0.9941744,0.003871885,-0.502883481,0.99109,0.004664717,-0.843115031,0.9749288,0.002363465,-0.259242374,0.9799298,0.001300913,0.233228892,0.9958903,0.011432196,-0.488593261,0.9890139,0.003209157
4/1/1997,-1.997044714,0.972962,0.003910447,-0.042777051,0.9940353,0.00576671,0.984627125,0.9949574,0.010075203,-1.016398214,0.9884344,0.003417193,0.684854897,0.9986092,0.009769221,-0.429403962,0.9969196,0.009042817,0.280565046,0.9914868,0.003384724,0.161315375,0.9957353,0.008607231,-0.043550977,0.9934256,0.004144423,-0.767745117,0.9903389,0.001775318,-0.25058727,0.9964095,0.002961355,-0.42849059,0.9907176,0.003575213,-0.300499563,0.9951711,0.000830456,0.057306647,0.991089,0.005123473,-0.057582584,0.9911034,0.003837438,0.289930794,0.9950887,0.004641807,-0.632723894,0.9704631,0.002293655,-0.835326268,0.9829481,0.00127873,0.129149192,0.9918258,0.011338747,0.532675979,0.9936658,0.00318883
7/1/1997,-2.279802402,0.9751591,0.003813308,-0.161184034,0.9923905,0.005722828,1.076402513,0.9935199,0.010009915,-0.030088993,0.9918873,0.003389471,0.632619556,0.9985851,0.009755399,-0.37607298,0.9972056,0.009017547,0.279611674,0.9933622,0.003362257,0.355169444,0.996598,0.00857795,0.02605651,0.9952505,0.004124739,-0.634234849,0.9958901,0.001768021,0.115420236,0.9981845,0.002955979,-0.47882339,0.9900849,0.003539765,0.386547144,0.9918874,0.000823718,0.004969873,0.9922592,0.005083813,0.246176414,0.9917719,0.003805864,-0.219839489,0.9912981,0.004601414,-0.572278008,0.971698,0.00222874,-0.477300723,0.9881201,0.001263538,0.960069764,0.9976255,0.011311823,0.14334957,0.9964606,0.003177543
10/1/1997,-1.616515533,0.9760808,0.003722097,0.144465338,0.9959294,0.005699533,0.829776639,0.9917598,0.009927431,0.239429619,0.9934443,0.00336725,0.894253817,1.0017931,0.009772891,-0.135806477,0.9967344,0.0089881,0.90935674,0.9962521,0.003349656,0.828389618,0.9996045,0.008574557,0.211473713,0.9959778,0.004108149,-0.215621742,0.9949195,0.001759039,0.032406963,0.9976904,0.002949152,-0.251592597,0.9922489,0.003512328,0.107199576,1.0025733,0.000825838,0.290201416,0.9970799,0.005068968,0.846439208,1.0001173,0.00380631,0.113280177,0.9924628,0.004566733,-0.237418369,0.9807516,0.002185841,-0.466497237,0.9923331,0.001253851,1.108488728,1.0056407,0.01137563,0.271511018,0.9963518,0.003165951
1/1/1998,-2.370116956,0.9689006,0.003606342,-0.188669463,0.9969898,0.005682376,0.470190569,0.9873646,0.009801994,0.290343639,0.9923723,0.003341566,0.681995616,0.9953983,0.009727919,-0.43599133,0.9984566,0.008974227,1.177206032,0.9949248,0.003332656,0.38197612,0.9930821,0.008515239,0.419540807,0.9990298,0.004104163,-0.500368198,0.991318,0.001743767,0.723410945,0.9973484,0.002941332,-0.326326477,0.9932673,0.00348868,-1.103496714,0.9977116,0.000823948,0.438413771,0.9940051,0.00503858,0.435210611,0.9932104,0.003780467,0.146727414,0.994432,0.004541305,-0.695594874,0.9843071,0.002151538,-0.167660777,0.9907974,0.001242312,0.545301903,0.9966155,0.011337129,0.735465025,0.9994492,0.003164207
4/1/1998,-3.386264088,0.9531754,0.003437477,-0.068262979,0.9953756,0.005656099,-0.460961971,0.9806428,0.009612255,-0.109802962,0.9875123,0.003299837,0.101658723,0.9869113,0.009600593,-0.151208643,0.9987013,0.008962573,0.937754252,0.9953824,0.003317267,-0.321431967,0.9857817,0.008394167,-0.050283167,0.9928849,0.004074962,-1.024301975,0.9874743,0.001721925,0.005846914,0.9900788,0.002912151,-0.689253545,0.9896371,0.003452527,-0.059795879,0.9910548,0.000816578,-0.502270255,0.9876163,0.004976183,-0.134124328,0.9871372,0.003731839,-0.059239969,0.9939643,0.004513895,-1.146294811,0.9782249,0.002104688,-0.270109499,0.9829993,0.001221192,0.082925296,0.994423,0.011273902,0.13198393,0.9931429,0.00314251
7/1/1998,-2.802458054,0.9518858,0.003272085,-0.155166222,0.9914596,0.005607793,-1.276820562,0.9678744,0.009303455,-0.323850339,0.9816563,0.003239306,-0.612375961,0.9816919,0.009424825,-0.180696192,0.9951536,0.008919136,0.302944416,0.9919354,0.003290514,-0.920475104,0.976629,0.008197987,-0.488748214,0.988005,0.004026082,-1.14410342,0.9815956,0.001690234,-0.092444504,0.9864112,0.002872578,-0.719295118,0.9867373,0.003406738,-1.796171876,0.984349,0.000803798,-0.642129774,0.9881716,0.004917323,-0.681853402,0.9795998,0.003655709,-0.447222113,0.989447,0.00446626,-2.299688591,0.965394,0.002031854,-1.012705451,0.9801644,0.001196969,-2.1155709,0.9827267,0.011079165,-0.153775256,0.9958604,0.003129501
10/1/1998,-3.972210275,0.9578056,0.003134021,-0.730630666,0.9906337,0.005555269,-1.694427218,0.9767054,0.009086735,-0.485974809,0.9869829,0.00319714,-0.527650061,0.9916683,0.0093463,-0.649499488,0.9935891,0.008861957,0.59582667,1.0034892,0.003301996,-1.407632494,0.9814165,0.00804564,-0.871413785,0.9909933,0.003989821,0.101507175,0.9923261,0.001677263,0.228816024,0.995912,0.002860835,-0.877153968,0.9894565,0.003370819,-1.043502638,0.9896825,0.000795504,-0.383322521,0.9945535,0.004890541,-1.076611016,0.990067,0.003619397,-0.620046887,0.9912503,0.004427181,-1.760795097,0.9777633,0.001986672,-0.536323194,0.9868637,0.001181245,2.131020262,1.0138106,0.011232174,0.258130029,0.9998275,0.003128961
1/1/1999,-3.932087477,0.966125,0.003027856,-0.957179718,0.9920876,0.005511313,-1.553885326,0.9817529,0.008920928,-0.83439966,0.9899639,0.003165053,-0.681926251,0.9949766,0.00929935,-0.530851748,0.9942536,0.008811032,0.502274999,1.0066155,0.00332384,-1.499894071,0.9881714,0.007950471,-0.508661769,0.9933439,0.003963264,-1.46263323,0.9865465,0.001654698,-0.61835203,0.9959463,0.002849238,-0.731003331,0.9930359,0.003347344,-1.832394672,0.9799367,0.000779544,-0.101189432,1.0014982,0.004897868,-0.715036798,0.9940506,0.003597864,-0.912249873,0.9927284,0.004394989,-2.31505254,0.978886,0.001944725,-0.628841224,0.9936346,0.001173726,-0.524598333,0.9970959,0.011199555,0.448002294,1.0077809,0.003153307
4/1/1999,-4.125134798,0.9655872,0.002923659,-0.611641285,0.9936714,0.005476435,-0.229058021,0.9896597,0.008828683,-0.210095716,0.9968613,0.003155119,-0.466780008,0.9967484,0.009269112,-0.726168272,0.9926056,0.00874588,0.455807116,1.0062131,0.003344491,-0.957779527,0.9901317,0.007872013,-0.110591581,0.9996106,0.003961721,-1.226177739,0.990724,0.001639349,-0.256351931,0.9989478,0.00284624,-0.308490362,0.9929769,0.003323835,-2.579835666,0.9741601,0.000759401,-0.109857889,1.0000327,0.004898028,-0.450116511,0.9917614,0.003568222,-0.976177328,0.9890468,0.00434685,-2.181075322,0.9847613,0.00191509,-0.443840595,0.9987685,0.001172281,-0.718025644,0.9946572,0.011139718,-0.013639688,1.0036491,0.003164814
7/1/1999,-3.814964242,0.967402,0.002828354,-0.460652425,0.9944568,0.005446078,-0.490171952,0.9886588,0.008728556,-0.687683163,0.987863,0.003116825,-0.392894631,0.9940529,0.009213988,-0.139216075,0.9962332,0.008712936,1.06272285,1.005876,0.003364144,-0.640624537,0.9897762,0.007791531,-0.350169248,0.9937856,0.003937101,-1.436197899,0.9844734,0.001613896,0.448117833,0.9965575,0.002836442,-0.657668224,0.9900907,0.003290898,-1.034962891,0.9863041,0.000749,0.229636209,0.9983212,0.004889805,-0.718123304,0.9941832,0.003547467,-0.835305523,0.9886979,0.004297721,-1.614427876,0.9822688,0.001881133,-0.538665557,0.9915261,0.001162347,-0.107719446,0.9904629,0.011033477,-0.094300785,0.996525,0.003153816
10/1/1999,-3.142383677,0.9725067,0.002750593,-0.182526525,0.9947105,0.005417271,-0.250950946,0.9895933,0.00863772,-0.046123523,0.9949587,0.003101112,-0.213711422,0.9953598,0.009171233,0.511468169,0.9999662,0.008712641,0.489039307,0.9999769,0.003364066,-0.974278067,0.9867077,0.007687964,-0.027300339,0.9966432,0.003923885,-1.455634152,0.9851029,0.001589853,0.664708974,1.0046994,0.002849771,-1.300586351,0.9867549,0.00324731,-1.774496658,0.9850053,0.000737769,0.313191541,0.9971153,0.0048757,0.080368624,0.9977081,0.003539336,-0.666637366,0.9906726,0.004257634,-1.541993841,0.9846617,0.00185228,-0.263368002,0.9947732,0.001156272,-0.973692212,0.9917869,0.010942858,-0.047204907,0.9999579,0.003153684
1/1/2000,-3.657879807,0.9661829,0.002657576,-1.018354852,0.9911842,0.005369513,-1.042774708,0.9899849,0.008551212,-0.829954511,0.9915938,0.003075044,-0.738347483,0.9942424,0.009118429,-1.401255519,0.9922505,0.008645123,-0.629628617,0.9951668,0.003347807,-1.497777817,0.9888735,0.007602424,-1.151578596,0.990534,0.003886741,-1.353992646,0.9860834,0.001567728,-0.098224766,0.9962739,0.002839153,-1.444949835,0.9870107,0.00320513,-2.729782906,0.9816677,0.000724244,-0.907257756,0.9971297,0.004861705,0.626371861,1.0017754,0.00354562,-1.474325281,0.9896881,0.00421373,-2.467864434,0.9838217,0.001822313,-1.410725141,0.9882089,0.001142638,-1.233994355,0.9897087,0.010830242,-1.314674978,0.9902292,0.00312287
4/1/2000,-2.42621832,0.9755263,0.002592535,-0.485468399,0.9929405,0.005331607,0.342536169,1.0009468,0.008559309,-0.081337431,0.9940787,0.003056835,0.597631691,1.0009256,0.009126869,-0.539936581,0.9939943,0.008593203,-0.038184669,0.993239,0.003325172,-0.03063689,0.9939862,0.007556704,-0.147374689,0.9951034,0.00386771,-0.836426129,0.9844876,0.001543409,0.007338304,0.9973531,0.002831638,-0.741348407,0.9917153,0.003178576,0.921101422,0.9981563,0.000722909,-0.45065924,0.9938554,0.004831832,-0.40966162,0.9947848,0.003527129,-0.008202114,0.9959125,0.004196507,-1.130485384,0.9849999,0.001794978,-0.712460683,0.9848936,0.001125377,-0.264507417,0.9933071,0.010757756,-0.627355812,0.9890342,0.003088625
7/1/2000,-2.995324693,0.9592057,0.002486775,-0.774181827,0.9927624,0.005293019,2.262136483,1.0016618,0.008573533,-0.035729683,0.9867054,0.003016196,0.199631308,0.9909297,0.009044085,-0.280576621,0.9973789,0.008570679,-0.083565721,0.9852382,0.003276087,0.089947566,0.9883955,0.007469013,0.010428371,0.9926171,0.003839155,-0.904202715,0.9873078,0.00152382,-0.309687444,0.9942992,0.002815495,-0.700559787,0.9867196,0.003136363,-1.606520789,0.9837949,0.000711194,-1.064465873,0.9838826,0.004753955,-0.288476949,0.9839215,0.003470418,-0.434418082,0.9884453,0.004148017,-0.938489748,0.9706739,0.001742339,-1.163170203,0.9800195,0.001102891,-1.980750904,0.981716,0.010561062,-1.66194728,0.9822364,0.00303376
10/1/2000,-3.080665176,0.9597961,0.002386797,-0.417052137,0.9918593,0.00524993,0.713647279,0.9938992,0.008521227,-1.275736886,0.976471,0.002945228,-0.273214007,0.9893989,0.008948208,-0.585833234,0.9944583,0.008523183,-0.756809201,0.9825626,0.00321896,-0.666209219,0.9868649,0.007370906,-0.36858783,0.9912364,0.00380551,-0.75347273,0.9890039,0.001507064,-0.653683479,0.986616,0.002777813,-0.786435495,0.9841198,0.003086557,-1.425171435,0.9883352,0.000702898,-1.179935332,0.9774859,0.004646924,-1.071524249,0.984041,0.003415033,-0.988661204,0.9856511,0.004088498,-2.399587329,0.9642252,0.001680007,-0.870590023,0.9737611,0.001073953,-1.13468086,0.9855274,0.010408216,-2.574519855,0.975696,0.002960027
1/1/2001,-3.072586277,0.9603898,0.002292255,-0.649110432,0.9922834,0.005209418,-0.207483779,0.9812432,0.008361396,-1.266374628,0.9767851,0.002876855,-1.186257622,0.9849283,0.008813343,0.091321632,0.9932953,0.008466038,-1.860589275,0.979324,0.003152405,-1.545783494,0.9784811,0.007212293,-1.004626553,0.9889794,0.003763571,-1.006931153,0.988181,0.001489252,0.092697298,0.9945372,0.002762638,-1.406893014,0.9823452,0.003032065,-0.885401869,1.0017655,0.000704139,-1.907625557,0.9810568,0.004558897,-1.976712705,0.9766979,0.003335456,-1.312135169,0.982288,0.004016082,-4.069595959,0.9613025,0.001614995,-1.771057021,0.9803899,0.001052892,-2.524317553,0.9791675,0.010191386,-2.592047617,0.9846437,0.002914572
4/1/2001,-5.171170277,0.9551095,0.002189355,-1.339607738,0.9921835,0.005168699,-3.995471,0.9777667,0.008175495,-2.528780128,0.9777283,0.002812782,-2.894607756,0.9819666,0.008654409,-0.191354744,0.9976763,0.008446365,-2.810901028,0.9807333,0.003091669,-3.404443913,0.9774659,0.00704977,-1.603807315,0.9908283,0.003729053,-1.012753956,0.9904141,0.001474976,-1.362388366,0.9890343,0.002732344,-2.17080785,0.9818687,0.00297709,-0.0172086,0.9938875,0.000699835,-2.416854275,0.9776572,0.004457038,-3.602209939,0.9730799,0.003245665,-2.440855023,0.9820685,0.003944068,-4.56934049,0.9614248,0.001552696,-2.115396179,0.982445,0.001034409,-1.738532421,0.9806514,0.009994197,-1.7532852,0.9821489,0.002862544
7/1/2001,-6.680160765,0.952066,0.00208441,-1.368090657,0.990113,0.005117596,-5.384805288,0.9688044,0.007920455,-3.989333762,0.9721259,0.002734379,-3.135135768,0.978331,0.008466876,-1.131453997,0.9903639,0.008364975,-3.282012972,0.9782631,0.003024465,-3.677261591,0.9742325,0.006868115,-1.869917015,0.9867494,0.00367964,-2.063894144,0.9880397,0.001457335,-2.16102117,0.984368,0.002689632,-2.457587461,0.981602,0.002922317,-0.652479326,0.9945468,0.000696019,-2.434839031,0.9790604,0.004363709,-3.771205863,0.9749274,0.003164288,-2.70584188,0.9769469,0.003853145,-5.359998141,0.9591955,0.001489339,-2.73291158,0.9763159,0.00100991,-1.500727592,0.9839307,0.009833598,-0.999315257,0.9825203,0.002812508
10/1/2001,-6.474257612,0.9535962,0.001987686,-1.317946695,0.9925628,0.005079535,-4.360955075,0.9737466,0.007712516,-4.245701356,0.9726542,0.002659605,-3.33077825,0.9815215,0.008310421,-0.59689046,0.9942377,0.008316774,-2.531613874,0.9850428,0.002979228,-3.939553303,0.974778,0.006694888,-1.694743648,0.9899138,0.003642527,-2.211959765,0.9890737,0.001441411,-1.712707551,0.9901009,0.002663007,-1.782512613,0.9841147,0.002875895,-0.541347117,0.9950181,0.000692551,-2.766665167,0.9814115,0.004282595,-3.841572364,0.972959,0.003078722,-2.70570519,0.9837674,0.003790598,-4.789277078,0.9601784,0.001430031,-3.043380889,0.9830189,0.00099276,-2.588769025,0.984041,0.009676663,-1.750310125,0.9893817,0.002782643
1/1/2002,-4.527609416,0.9578621,0.001903929,-1.222090298,0.9889456,0.005023384,-4.13628355,0.9708014,0.007487322,-3.344186886,0.9785079,0.002602444,-2.466726048,0.9806813,0.008149875,-0.514250867,0.9932592,0.008260712,-1.38030822,0.9899681,0.00294934,-3.141211306,0.9751571,0.006528567,-1.09899245,0.9900084,0.003606132,-0.719271612,0.9890698,0.001425656,-1.727180097,0.9909654,0.002638948,-1.700817786,0.983171,0.002827497,-1.430415981,0.9845344,0.00068184,-1.598875086,0.9854944,0.004220473,-3.623412821,0.9743521,0.00299976,-2.327711231,0.980722,0.003717523,-3.649927042,0.9614847,0.001374953,-1.010471064,0.9881258,0.000980972,-2.584142657,0.979561,0.009478882,-0.810520324,0.9945391,0.002767448
4/1/2002,-2.680601348,0.9665988,0.001840335,-1.080211048,0.9912754,0.004979557,-2.948500481,0.9732974,0.007287391,-2.343701354,0.9835105,0.002559531,-1.218316148,0.9904184,0.008071786,-0.945894549,0.9913236,0.008189039,-0.590614412,0.9938642,0.002931244,-2.021345757,0.9826945,0.006415587,-0.846160107,0.9896189,0.003568697,-0.206961668,0.9925596,0.001415049,-1.96295308,0.9945052,0.002624447,-1.200215838,0.9854501,0.002786357,-1.848044685,0.9916836,0.00067617,-0.809099167,0.9950393,0.004199537,-1.439588695,0.9876619,0.002962748,-2.477776399,0.9812919,0.003647975,-2.271715115,0.9708082,0.001334816,-1.222173941,0.9938271,0.000974917,-0.777038821,0.9972024,0.009452364,-1.093077208,0.9952846,0.002754398
7/1/2002,-1.695547336,0.9749458,0.001794227,-0.76230941,0.9929159,0.004944282,-3.355533869,0.9870745,0.007193198,-1.945954811,0.9901179,0.002534238,-1.025817332,0.9957183,0.008037225,-1.320183162,0.9938634,0.008138786,-1.401048943,0.9986332,0.002927237,-1.871641635,0.9893113,0.006347013,-0.84425916,0.9966965,0.003556907,-0.941582989,0.9889324,0.001399388,-0.752120364,1.0007949,0.002626533,-1.192143394,0.9909494,0.002761139,-0.481384484,0.9926298,0.000671186,-0.703523021,0.998789,0.004194451,-0.841158059,0.9935735,0.002943708,-1.807997886,0.9878294,0.003603577,-1.81172217,0.982156,0.001310997,-1.535609074,0.9939367,0.000969005,-0.729135596,0.9935888,0.009391763,-0.696707945,1.0016289,0.002758885
